,id_starname,id_kic,id_koicand,id_kepler_name,koi_disposition,koi_period,koi_period_err1,koi_period_err2,koi_time0,koi_time0_err1,koi_time0_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_ingress,koi_ingress_err1,koi_ingress_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_ror,koi_ror_err1,koi_ror_err2,koi_srho,koi_srho_err1,koi_srho_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_sma,koi_sma_err1,koi_sma_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_insol,koi_insol_err1,koi_insol_err2,koi_dor,koi_dor_err1,koi_dor_err2,koi_max_mult_ev,koi_model_snr,koi_count,koi_num_transits,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_smet,koi_smet_err1,koi_smet_err2,koi_srad,koi_srad_err1,koi_srad_err2,koi_smass,koi_smass_err1,koi_smass_err2,koi_sage,koi_sage_err1,koi_sage_err2,koi_sparprov,kic_kepmag,kic_jmag,kic_hmag,kic_kmag,cks_fp,cks_steff,cks_steff_err1,cks_steff_err2,cks_slogg,cks_slogg_err1,cks_slogg_err2,cks_smet,cks_smet_err1,cks_smet_err2,cks_svsini,cks_svsini_err1,cks_svsini_err2,iso_steff,iso_steff_err1,iso_steff_err2,iso_slogg,iso_slogg_err1,iso_slogg_err2,iso_smet,iso_smet_err1,iso_smet_err2,iso_srad,iso_srad_err1,iso_srad_err2,iso_smass,iso_smass_err1,iso_smass_err2,iso_sage,iso_sage_err1,iso_sage_err2,iso_slogage,iso_slogage_err1,iso_slogage_err2,iso_sparallax,iso_sparallax_err1,iso_sparallax_err2,iso_prad,iso_prad_err1,iso_prad_err2,iso_sma,iso_sma_err1,iso_sma_err2,iso_insol,iso_insol_err1,iso_insol_err2,iso_teq,iso_teq_err1,iso_teq_err2,cks_dilution,cks_rcf,parallax1,parallax1_err0,parallax2,parallax2_err1,parallax2_err2
624,K00752,10797460,K00752.01,Kepler-227 b,CONFIRMED,9.48803146,2.95e-05,-2.95e-05,2455003.538,0.00238,-0.00238,0.873,0.0014,-0.612,3.0917,0.0772,-0.0772,,,,653.6,21.5,-21.5,0.027258,0.000372,-0.003696,0.43303,2.43201,-0.07418,3.1,1.38,-0.34,0.0893,,,881.0,,,142.17,191.47,-43.96,12.73,6.0,-6.0,28.942623,36.0,2,,5850.0,169.0,-198.0,4.426,0.068,-0.296,0.14,0.18,-0.28,1.04,0.465,-0.114,1.051,0.211,-0.124,,,,stellar_q1_q16,15.347,14.082,13.751,13.648,False,5538.9,60.0,-60.0,4.443,0.1,-0.1,0.102,0.04,-0.04,0.8,1.0,-1.0,5539.0,60.0,60.0,4.432,0.071,-0.084,0.096,0.043,-0.041,0.925,0.04,0.038,0.954,0.035,0.034,7.94328234724,3.37180149849,-4.12993893739,9.9,0.153657776461,-0.318694082666,0.91,0.072,-0.082,2.749,0.238,0.238,0.0859109267499,0.00143019365601,-0.00143019365601,108.119762595,19.8218849496,-19.8218849496,821.750159346,37.3703849072,-37.3703849072,1.0,1.0,0.948,0.025,0.912,0.051,0.08
625,K00752,10797460,K00752.02,Kepler-227 c,CONFIRMED,54.418464,0.0002686,-0.0002686,2454995.51,0.00397,-0.00397,0.0375,0.4111,-0.0375,4.401,0.116,-0.116,,,,903.7,38.8,-38.8,0.027295,0.001124,-0.000619,5.82788,0.37175,-1.996,3.1,1.39,-0.34,0.286,,,492.0,,,13.86,18.67,-4.29,96.99,6.2,-6.2,20.352627,26.1,2,,5850.0,169.0,-198.0,4.426,0.068,-0.296,0.14,0.18,-0.28,1.04,0.465,-0.114,1.051,0.211,-0.124,,,,stellar_q1_q16,15.347,14.082,13.751,13.648,False,5538.9,60.0,-60.0,4.443,0.1,-0.1,0.102,0.04,-0.04,0.8,1.0,-1.0,5539.0,60.0,60.0,4.432,0.071,-0.084,0.096,0.043,-0.041,0.925,0.04,0.038,0.954,0.035,0.034,7.94328234724,3.37180149849,-4.12993893739,9.9,0.153657776461,-0.318694082666,0.91,0.072,-0.082,2.756,0.146,0.146,0.275385974641,0.00453545577845,-0.00453545577845,10.5831027844,1.89735748633,-1.89735748633,459.638903159,20.5595065215,-20.5595065215,1.0,1.0,0.948,0.025,0.912,0.051,0.08
626,K00756,10872983,K00756.01,Kepler-228 d,CONFIRMED,11.09431923,2.137e-05,-2.137e-05,2455004.202,0.00147,-0.00147,0.2619,0.1378,-0.2618,4.5483,0.0551,-0.0551,,,,1690.4,28.0,-28.0,0.037849,0.000566,-0.000651,1.00902,0.15895,-0.16659,4.02,1.71,-0.37,0.0992,,,835.0,,,114.81,144.85,-33.13,18.72,2.9,-2.9,55.99728,66.5,3,,6046.0,163.0,-217.0,4.486,0.045,-0.302,-0.08,0.22,-0.3,0.972,0.414,-0.09,1.053,0.184,-0.135,,,,stellar_q1_q16,15.714,14.528,14.113,14.132,False,5660.3,60.0,-60.0,4.258,0.1,-0.1,0.177,0.04,-0.04,2.6,1.0,-1.0,5660.0,60.0,60.0,4.274,0.098,-0.095,0.168,0.042,-0.043,1.104,0.068,0.063,1.006,0.035,0.033,9.12010839356,1.79483278004,-2.11569682697,9.96,0.0780213994085,-0.114628343478,0.582,0.074,-0.067,4.562,0.279,0.279,0.0972890016884,0.00163870803359,-0.00163870803359,139.830739338,34.4720283854,-34.4720283854,876.322958074,53.6546204958,-53.6546204958,1.0,1.0083,0.633,0.028,0.59,0.06,0.076
627,K00756,10872983,K00756.02,Kepler-228 c,CONFIRMED,4.13443005,1.061e-05,-1.061e-05,2455005.98,0.00194,-0.00194,0.7964,0.0159,-0.5741,3.1797,0.0587,-0.0587,,,,789.4,20.8,-20.8,0.028445,0.001329,-0.002711,0.30732,0.80927,-0.05207,3.02,1.29,-0.28,0.0514,,,1160.0,,,427.65,539.5,-123.42,6.52,2.9,-2.9,35.87066,41.1,3,,6046.0,163.0,-217.0,4.486,0.045,-0.302,-0.08,0.22,-0.3,0.972,0.414,-0.09,1.053,0.184,-0.135,,,,stellar_q1_q16,15.714,14.528,14.113,14.132,False,5660.3,60.0,-60.0,4.258,0.1,-0.1,0.177,0.04,-0.04,2.6,1.0,-1.0,5660.0,60.0,60.0,4.274,0.098,-0.095,0.168,0.042,-0.043,1.104,0.068,0.063,1.006,0.035,0.033,9.12010839356,1.79483278004,-2.11569682697,9.96,0.0780213994085,-0.114628343478,0.582,0.074,-0.067,3.423,0.32,0.32,0.0503618780022,0.000841604841939,-0.000841604841939,522.359450008,127.727943351,-127.727943351,1218.30461593,74.2599471289,-74.2599471289,1.0,1.0083,0.633,0.028,0.59,0.06,0.076
628,K00756,10872983,K00756.03,Kepler-228 b,CONFIRMED,2.56659092,1.598e-05,-1.598e-05,2455012.555,0.00421,-0.00421,0.2281,0.2096,-0.2281,2.388,0.14,-0.14,,,,254.8,19.0,-19.0,0.014685,0.000696,-0.000662,1.55056,0.22484,-0.6373,1.56,0.66,-0.15,0.0374,,,1360.0,,,807.74,1019.0,-233.12,8.14,1.2,-1.2,13.083483,15.3,3,,6046.0,163.0,-217.0,4.486,0.045,-0.302,-0.08,0.22,-0.3,0.972,0.414,-0.09,1.053,0.184,-0.135,,,,stellar_q1_q16,15.714,14.528,14.113,14.132,False,5660.3,60.0,-60.0,4.258,0.1,-0.1,0.177,0.04,-0.04,2.6,1.0,-1.0,5660.0,60.0,60.0,4.274,0.098,-0.095,0.168,0.042,-0.043,1.104,0.068,0.063,1.006,0.035,0.033,9.12010839356,1.79483278004,-2.11569682697,9.96,0.0780213994085,-0.114628343478,0.582,0.074,-0.067,1.769,0.133,0.133,0.0366765811933,0.000621557416821,-0.000621557416821,996.462537866,242.671577696,-242.671577696,1431.78816991,87.8371662982,-87.8371662982,1.0,1.0083,0.633,0.028,0.59,0.06,0.076
629,K00757,10910878,K00757.01,Kepler-229 c,CONFIRMED,16.06862959,1.16e-05,-1.16e-05,2455006.623,0.000553,-0.000553,0.0419,0.2429,-0.0419,3.5458,0.0237,-0.0237,,,,5317.1,39.2,-39.2,0.065087,0.000798,-0.0004,3.66603,0.06049,-0.46665,5.27,0.89,-0.39,0.1165,,,571.0,,,25.07,13.63,-5.8,36.85,0.608,-0.608,138.39444,153.8,3,,5126.0,160.0,-138.0,4.609,0.027,-0.106,-0.12,0.33,-0.28,0.742,0.125,-0.055,0.827,0.076,-0.094,,,,stellar_q1_q16,15.841,14.363,13.868,13.785,False,5001.6,60.0,-60.0,4.678,0.1,-0.1,0.062,0.04,-0.04,2.1,1.0,-1.0,5002.0,60.0,60.0,4.572,0.027,-0.043,0.057,0.042,-0.042,0.706,0.032,0.03,0.808,0.017,0.021,5.88843655356,5.624011084,-4.06918007433,9.77,0.291167667894,-0.510106069677,1.136,0.043,-0.047,5.023,0.226,0.226,0.116722652351,0.00192684555015,-0.00192684555015,24.9984455309,4.29022396829,-4.29022396829,569.825364452,24.4297722164,-24.4297722164,1.046,1.0221,1.235,0.034,1.12,0.031,0.039
630,K00757,10910878,K00757.02,Kepler-229 d,CONFIRMED,41.1970874,0.0001019,-0.0001019,2454998.007,0.00201,-0.00201,0.0216,0.3913,-0.0216,4.5643,0.0914,-0.0914,,,,2512.2,51.7,-51.7,0.044706,0.001376,-0.000593,4.16433,0.19027,-1.10273,3.62,0.61,-0.27,0.2183,,,417.0,,,7.14,3.88,-1.65,72.02,3.3,-3.3,38.81575,51.5,3,,5126.0,160.0,-138.0,4.609,0.027,-0.106,-0.12,0.33,-0.28,0.742,0.125,-0.055,0.827,0.076,-0.094,,,,stellar_q1_q16,15.841,14.363,13.868,13.785,False,5001.6,60.0,-60.0,4.678,0.1,-0.1,0.062,0.04,-0.04,2.1,1.0,-1.0,5002.0,60.0,60.0,4.572,0.027,-0.043,0.057,0.042,-0.042,0.706,0.032,0.03,0.808,0.017,0.021,5.88843655356,5.624011084,-4.06918007433,9.77,0.291167667894,-0.510106069677,1.136,0.043,-0.047,3.448,0.167,0.167,0.218591797809,0.00364538602271,-0.00364538602271,7.10851110708,1.21526195778,-1.21526195778,416.110033324,17.733257606,-17.733257606,1.046,1.0221,1.235,0.034,1.12,0.031,0.039
631,K00757,10910878,K00757.03,Kepler-229 b,CONFIRMED,6.252964898,9.442e-06,-9.442e-06,2455004.301,0.00115,-0.00115,0.1782,0.2,-0.1782,2.5918,0.0384,-0.0384,,,,1096.9,26.4,-26.4,0.029697,0.000765,-0.000507,3.16464,0.41605,-0.51663,2.41,0.4,-0.18,0.0621,,,782.0,,,88.22,47.98,-20.42,18.7,2.5,-2.5,35.83968,45.6,3,,5126.0,160.0,-138.0,4.609,0.027,-0.106,-0.12,0.33,-0.28,0.742,0.125,-0.055,0.827,0.076,-0.094,,,,stellar_q1_q16,15.841,14.363,13.868,13.785,False,5001.6,60.0,-60.0,4.678,0.1,-0.1,0.062,0.04,-0.04,2.1,1.0,-1.0,5002.0,60.0,60.0,4.572,0.027,-0.043,0.057,0.042,-0.042,0.706,0.032,0.03,0.808,0.017,0.021,5.88843655356,5.624011084,-4.06918007433,9.77,0.291167667894,-0.510106069677,1.136,0.043,-0.047,2.288,0.111,0.111,0.0622045367815,0.00102380812433,-0.00102380812433,87.9250605173,15.0079269095,-15.0079269095,780.354061522,33.2508690797,-33.2508690797,1.046,1.0221,1.235,0.034,1.12,0.031,0.039
636,K00800,3342970,K00800.01,Kepler-234 b,CONFIRMED,2.711502579,4.134e-06,-4.134e-06,2455003.035,0.00117,-0.00117,0.7837,0.0211,-0.5369,3.1664,0.0617,-0.0617,,,,957.9,16.0,-16.0,0.031139,0.000259,-0.002531,0.22981,0.52471,-0.0379,3.62,1.82,-0.33,0.0399,,,1405.0,,,920.54,1406.12,-255.47,4.47,2.0,-2.0,53.525917,64.8,2,,6167.0,174.0,-203.0,4.444,0.043,-0.314,0.07,0.17,-0.33,1.064,0.536,-0.097,1.149,0.238,-0.156,,,,stellar_q1_q16,15.541,14.387,14.104,14.065,False,5910.7,60.0,-60.0,4.248,0.1,-0.1,0.218,0.04,-0.04,3.5,1.0,-1.0,5911.0,60.0,60.0,4.253,0.097,-0.101,0.203,0.04,-0.04,1.171,0.076,0.069,1.129,0.031,0.033,4.89778819368,1.20422296874,-1.1039721754,9.69,0.0954729977627,-0.110923734118,0.537,0.072,-0.071,3.975,0.305,0.305,0.0396453766014,0.00072496117765,-0.00072496117765,1193.81898182,332.058823721,-332.058823721,1497.95285864,103.95432227,-103.95432227,1.0,1.0,0.602,0.029,0.537,0.058,0.076
637,K00800,3342970,K00800.02,Kepler-234 c,CONFIRMED,7.21204152,1.483e-05,-1.483e-05,2455005.818,0.00156,-0.00156,0.0074,0.4107,-0.0074,4.0598,0.0557,-0.0557,,,,1083.3,21.5,-21.5,0.030183,0.000777,-0.000313,0.99651,0.05193,-0.27169,3.51,1.76,-0.32,0.0765,,,1015.0,,,250.42,382.51,-69.5,13.993,0.729,-0.729,41.723244,51.9,2,,6167.0,174.0,-203.0,4.444,0.043,-0.314,0.07,0.17,-0.33,1.064,0.536,-0.097,1.149,0.238,-0.156,,,,stellar_q1_q16,15.541,14.387,14.104,14.065,False,5910.7,60.0,-60.0,4.248,0.1,-0.1,0.218,0.04,-0.04,3.5,1.0,-1.0,5911.0,60.0,60.0,4.253,0.097,-0.101,0.203,0.04,-0.04,1.171,0.076,0.069,1.129,0.031,0.033,4.89778819368,1.20422296874,-1.1039721754,9.69,0.0954729977627,-0.110923734118,0.537,0.072,-0.071,3.86,0.241,0.241,0.076145679077,0.00137543850848,-0.00137543850848,323.560918855,91.4925671384,-91.4925671384,1080.81793107,76.3042138119,-76.3042138119,1.0,1.0,0.602,0.029,0.537,0.058,0.076
638,K00806,3832474,K00806.01,Kepler-30 d,CONFIRMED,143.2063518,0.0001932,-0.0001932,2454987.235,0.00105,-0.00105,0.3889,0.0969,-0.1839,8.9776,0.0869,-0.0869,,,,11636.8,73.5,-73.5,0.098878,0.000459,-0.001987,1.81223,0.40467,-0.15172,9.36,0.99,-0.37,0.5336,,,308.0,,,2.14,0.67,-0.32,125.2,28.0,-28.0,117.91459,190.6,3,,5485.0,99.0,-112.0,4.556,0.014,-0.094,0.21,0.11,-0.17,0.867,0.092,-0.034,0.986,0.028,-0.079,,,,stellar_q1_q16,15.403,13.997,13.618,13.581,False,5464.4,60.0,-60.0,4.662,0.1,-0.1,0.157,0.04,-0.04,2.3,1.0,-1.0,5464.0,60.0,60.0,4.525,0.029,-0.052,0.145,0.041,-0.042,0.819,0.036,0.034,0.945,0.016,0.022,3.16227766017,3.61241984983,-2.18527908508,9.5,0.330889908746,-0.510106069679,1.042,0.045,-0.054,8.845,0.397,0.397,0.526440049528,0.00878104248615,-0.00878104248615,2.25460202184,0.379454257172,-0.379454257172,312.270529133,13.0877495688,-13.0877495688,1.016,1.0098,1.119,0.032,1.007,0.037,0.05
639,K00806,3832474,K00806.02,Kepler-30 c,CONFIRMED,60.32488611,2.635e-05,-2.635e-05,2455076.893,0.000341,-0.000341,0.2149,0.039,-0.1456,6.656,0.0265,-0.0265,,,,22617.9,58.7,-58.7,0.136013,3.9e-05,-0.001002,2.39529,0.18301,-0.01293,12.88,1.36,-0.51,0.2998,,,411.0,,,6.77,2.13,-1.01,77.24,5.9,-5.9,392.53006,480.8,3,,5485.0,99.0,-112.0,4.556,0.014,-0.094,0.21,0.11,-0.17,0.867,0.092,-0.034,0.986,0.028,-0.079,,,,stellar_q1_q16,15.403,13.997,13.618,13.581,False,5464.4,60.0,-60.0,4.662,0.1,-0.1,0.157,0.04,-0.04,2.3,1.0,-1.0,5464.0,60.0,60.0,4.525,0.029,-0.052,0.145,0.041,-0.042,0.819,0.036,0.034,0.945,0.016,0.022,3.16227766017,3.61241984983,-2.18527908508,9.5,0.330889908746,-0.510106069679,1.042,0.045,-0.054,12.159,0.517,0.517,0.295886879599,0.004926658129,-0.004926658129,7.11092232031,1.20331187928,-1.20331187928,416.145315053,17.5443547145,-17.5443547145,1.016,1.0098,1.119,0.032,1.007,0.037,0.05
640,K00806,3832474,K00806.03,Kepler-30 b,CONFIRMED,29.1598615,0.0002534,-0.0002534,2454983.699,0.00718,-0.00718,0.3619,0.0945,-0.3618,4.803,0.2,-0.2,,,,488.0,43.5,-43.5,0.02018,0.000759,-0.001544,1.92739,0.78094,-0.42956,1.91,0.2,-0.07,0.1847,,,524.0,,,17.85,5.61,-2.68,44.2,17.9,-17.9,,11.6,3,,5485.0,99.0,-112.0,4.556,0.014,-0.094,0.21,0.11,-0.17,0.867,0.092,-0.034,0.986,0.028,-0.079,,,,stellar_q1_q16,15.403,13.997,13.618,13.581,False,5464.4,60.0,-60.0,4.662,0.1,-0.1,0.157,0.04,-0.04,2.3,1.0,-1.0,5464.0,60.0,60.0,4.525,0.029,-0.052,0.145,0.041,-0.042,0.819,0.036,0.034,0.945,0.016,0.022,3.16227766017,3.61241984983,-2.18527908508,9.5,0.330889908746,-0.510106069679,1.042,0.045,-0.054,1.803,0.129,0.129,0.182314465126,0.00302099310045,-0.00302099310045,18.8054627886,3.2174538286,-3.2174538286,530.682214207,22.7094960249,-22.7094960249,1.016,1.0098,1.119,0.032,1.007,0.037,0.05
643,K00825,5252423,K00825.01,Kepler-237 c,CONFIRMED,8.10361363,1.962e-05,-1.962e-05,2455009.95,0.00193,-0.00193,0.3127,0.1225,-0.3125,3.197,0.0616,-0.0616,,,,1004.2,26.4,-26.4,0.028456,0.000694,-0.000849,1.97075,0.51056,-0.32134,2.27,0.25,-0.19,0.0712,,,688.0,,,52.82,20.57,-13.17,18.98,4.9,-4.9,36.214504,40.8,2,,4861.0,150.0,-128.0,4.574,0.043,-0.054,-0.08,0.32,-0.28,0.732,0.08,-0.063,0.733,0.09,-0.061,,,,stellar_q1_q16,15.289,13.749,13.223,13.172,False,4897.3,60.0,-60.0,4.483,0.1,-0.1,0.22,0.04,-0.04,2.0,1.0,-1.0,4897.0,60.0,60.0,4.546,0.039,-0.032,0.209,0.042,-0.041,0.759,0.026,0.025,0.829,0.019,0.022,9.77237220956,4.14822208496,-5.68825139342,9.99,0.153657776461,-0.37890141913,1.495,0.063,-0.063,2.358,0.102,0.102,0.0736964880683,0.00122670046341,-0.00122670046341,59.8381087304,10.228415839,-10.228415839,708.774347291,30.2020446374,-30.2020446374,1.027,1.0,1.545,0.024,1.455,0.045,0.05
644,K00825,5252423,K00825.02,Kepler-237 b,CONFIRMED,4.71510365,1.874e-05,-1.874e-05,2454967.961,0.0033,-0.0033,0.0687,0.3758,-0.0686,2.39,0.1,-0.1,,,,450.7,24.8,-24.8,0.018804,0.000977,-0.00065,3.06455,0.34463,-1.16427,1.5,0.17,-0.13,0.0496,,,824.0,,,108.84,42.4,-27.14,15.33,1.7,-1.7,17.261726,21.2,2,,4861.0,150.0,-128.0,4.574,0.043,-0.054,-0.08,0.32,-0.28,0.732,0.08,-0.063,0.733,0.09,-0.061,,,,stellar_q1_q16,15.289,13.749,13.223,13.172,False,4897.3,60.0,-60.0,4.483,0.1,-0.1,0.22,0.04,-0.04,2.0,1.0,-1.0,4897.0,60.0,60.0,4.546,0.039,-0.032,0.209,0.042,-0.041,0.759,0.026,0.025,0.829,0.019,0.022,9.77237220956,4.14822208496,-5.68825139342,9.99,0.153657776461,-0.37890141913,1.495,0.063,-0.063,1.556,0.086,0.086,0.0513600987851,0.000854308118298,-0.000854308118298,123.128079639,21.0348414602,-21.0348414602,848.892707281,36.057419126,-36.057419126,1.027,1.0,1.545,0.024,1.455,0.045,0.05
648,K00834,5436502,K00834.01,Kepler-238 e,CONFIRMED,23.65368621,1.71e-05,-1.71e-05,2455004.376,0.000588,-0.000588,0.0152,0.21,-0.0151,8.2164,0.0246,-0.0246,,,,3573.4,14.5,-14.5,0.054296,0.000383,-0.000102,0.4218,0.00304,-0.03383,5.71,2.41,-0.47,0.1644,,,625.0,,,36.16,45.63,-9.51,23.193,0.167,-0.167,193.09512,261.0,5,,5858.0,165.0,-193.0,4.495,0.038,-0.297,0.1,0.18,-0.28,0.963,0.407,-0.079,1.056,0.172,-0.125,,,,stellar_q1_q16,15.084,13.894,13.545,13.512,False,5799.6,60.0,-60.0,4.074,0.1,-0.1,0.337,0.04,-0.04,3.0,1.0,-1.0,5800.0,60.0,60.0,4.096,0.101,-0.096,0.315,0.041,-0.041,1.567,0.076,0.072,1.229,0.035,0.062,4.59198012837,1.28701380826,-0.823487923443,9.662,0.107303012274,-0.0858323787233,0.557,0.091,-0.078,9.291,0.442,0.442,0.173977381689,0.00469176720684,-0.00469176720684,91.9533746033,29.1609082649,-29.1609082649,789.142519606,62.6656747757,-62.6656747757,1.0,1.0,0.58,0.022,0.563,0.069,0.078
649,K00834,5436502,K00834.02,Kepler-238 d,CONFIRMED,13.23356008,5.022e-05,-5.022e-05,2454973.321,0.00294,-0.00294,0.0377,0.3878,-0.0376,6.7439,0.097,-0.097,,,,507.5,11.6,-11.6,0.020462,0.000601,-0.00027,0.38678,0.01225,-0.12874,2.15,0.91,-0.17,0.1116,,,759.0,,,78.47,99.02,-20.64,15.299,0.485,-0.485,36.401665,41.0,5,,5858.0,165.0,-193.0,4.495,0.038,-0.297,0.1,0.18,-0.28,0.963,0.407,-0.079,1.056,0.172,-0.125,,,,stellar_q1_q16,15.084,13.894,13.545,13.512,False,5799.6,60.0,-60.0,4.074,0.1,-0.1,0.337,0.04,-0.04,3.0,1.0,-1.0,5800.0,60.0,60.0,4.096,0.101,-0.096,0.315,0.041,-0.041,1.567,0.076,0.072,1.229,0.035,0.062,4.59198012837,1.28701380826,-0.823487923443,9.662,0.107303012274,-0.0858323787233,0.557,0.091,-0.078,3.502,0.179,0.179,0.118156258534,0.00324436687151,-0.00324436687151,198.231082878,63.1818528658,-63.1818528658,956.217008774,75.4561122022,-75.4561122022,1.0,1.0,0.58,0.022,0.563,0.069,0.078
650,K00834,5436502,K00834.03,Kepler-238 c,CONFIRMED,6.15555756,2.76e-05,-2.76e-05,2454967.822,0.00358,-0.00358,0.8067,0.0103,-0.564,5.086,0.106,-0.106,,,,307.1,9.6,-9.6,0.017858,0.000105,-0.001838,0.09773,0.28392,-0.0225,1.88,0.79,-0.16,0.067,,,980.0,,,217.72,274.72,-57.26,5.81,2.8,-2.8,26.608696,33.7,5,,5858.0,165.0,-193.0,4.495,0.038,-0.297,0.1,0.18,-0.28,0.963,0.407,-0.079,1.056,0.172,-0.125,,,,stellar_q1_q16,15.084,13.894,13.545,13.512,False,5799.6,60.0,-60.0,4.074,0.1,-0.1,0.337,0.04,-0.04,3.0,1.0,-1.0,5800.0,60.0,60.0,4.096,0.101,-0.096,0.315,0.041,-0.041,1.567,0.076,0.072,1.229,0.035,0.062,4.59198012837,1.28701380826,-0.823487923443,9.662,0.107303012274,-0.0858323787233,0.557,0.091,-0.078,3.052,0.218,0.218,0.0709340371679,0.00194580427791,-0.00194580427791,548.49435878,176.027537606,-176.027537606,1233.26545724,98.4406220327,-98.4406220327,1.0,1.0,0.58,0.022,0.563,0.069,0.078
651,K00834,5436502,K00834.04,Kepler-238 b,CONFIRMED,2.09081565,1.034e-05,-1.034e-05,2454967.173,0.00424,-0.00424,0.2163,0.2524,-0.2161,3.375,0.11,-0.11,,,,119.7,6.9,-6.9,0.00999,0.000558,-0.00024,0.45192,0.09541,-0.13803,1.05,0.44,-0.09,0.0326,,,1404.0,,,919.65,1160.36,-241.89,4.709,0.994,-0.994,15.743739,19.7,5,,5858.0,165.0,-193.0,4.495,0.038,-0.297,0.1,0.18,-0.28,0.963,0.407,-0.079,1.056,0.172,-0.125,,,,stellar_q1_q16,15.084,13.894,13.545,13.512,False,5799.6,60.0,-60.0,4.074,0.1,-0.1,0.337,0.04,-0.04,3.0,1.0,-1.0,5800.0,60.0,60.0,4.096,0.101,-0.096,0.315,0.041,-0.041,1.567,0.076,0.072,1.229,0.035,0.062,4.59198012837,1.28701380826,-0.823487923443,9.662,0.107303012274,-0.0858323787233,0.557,0.091,-0.078,1.706,0.105,0.105,0.0345256089639,0.000943077446156,-0.000943077446156,2325.4405158,734.778576577,-734.778576577,1769.66000086,139.581594539,-139.581594539,1.0,1.0,0.58,0.022,0.563,0.069,0.078
652,K00834,5436502,K00834.05,Kepler-238 f,CONFIRMED,50.4473156,0.0007228,-0.0007228,2455011.493,0.0128,-0.0128,0.7704,0.0517,-0.5398,7.439,0.254,-0.254,,,,416.8,21.1,-21.1,0.020445,0.002503,-0.001917,0.31005,0.71251,-0.25692,2.15,0.91,-0.18,0.2724,,,486.0,,,13.17,16.62,-3.46,34.7,15.9,-15.9,12.276855,24.2,5,,5858.0,165.0,-193.0,4.495,0.038,-0.297,0.1,0.18,-0.28,0.963,0.407,-0.079,1.056,0.172,-0.125,,,,stellar_q1_q16,15.084,13.894,13.545,13.512,False,5799.6,60.0,-60.0,4.074,0.1,-0.1,0.337,0.04,-0.04,3.0,1.0,-1.0,5800.0,60.0,60.0,4.096,0.101,-0.096,0.315,0.041,-0.041,1.567,0.076,0.072,1.229,0.035,0.062,4.59198012837,1.28701380826,-0.823487923443,9.662,0.107303012274,-0.0858323787233,0.557,0.091,-0.078,3.481,0.414,0.414,0.288367003297,0.00781975841106,-0.00781975841106,33.1638695313,10.512276491,-10.512276491,611.546979582,48.1448097075,-48.1448097075,1.0,1.0,0.58,0.022,0.563,0.069,0.078
654,K00835,5456651,K00835.01,Kepler-239 b,CONFIRMED,11.76305946,2.035e-05,-2.035e-05,2455013.937,0.0013,-0.0013,0.0197,0.4467,-0.0193,2.9027,0.0526,-0.0526,,,,1099.2,25.0,-25.0,0.02941,0.001194,-0.000519,4.42504,0.16234,-1.55696,2.36,0.28,-0.18,0.0939,,,614.0,,,33.63,14.1,-7.78,31.87,1.2,-1.2,40.311367,48.1,2,,4980.0,153.0,-132.0,4.608,0.028,-0.077,-0.04,0.3,-0.28,0.734,0.089,-0.055,0.801,0.062,-0.082,,,,stellar_q1_q16,15.208,13.703,13.215,13.133,False,4938.6,60.0,-60.0,4.571,0.1,-0.1,0.174,0.04,-0.04,1.7,1.0,-1.0,4939.0,60.0,60.0,4.556,0.037,-0.036,0.164,0.041,-0.043,0.759,0.027,0.026,0.831,0.019,0.025,8.12830516164,4.82317523861,-5.30689171299,9.91,0.202319412658,-0.459533267864,1.526,0.063,-0.065,2.436,0.112,0.112,0.0946115017198,0.00159071950569,-0.00159071950569,37.15057848,6.31959341035,-6.31959341035,629.151043539,26.7168450854,-26.7168450854,1.039,1.0,1.568,0.031,1.486,0.047,0.051
653,K00835,5456651,K00835.02,Kepler-239 c,CONFIRMED,56.2279697,0.0003034,-0.0003034,2454965.291,0.0042,-0.0042,0.1221,0.3282,-0.1217,3.372,0.131,-0.131,,,,945.1,48.5,-48.5,0.027316,0.001253,-0.000939,13.12235,0.97593,-5.07255,2.19,0.26,-0.16,0.2665,,,365.0,,,4.18,1.75,-0.97,129.92,9.7,-9.7,18.037834,22.0,2,,4980.0,153.0,-132.0,4.608,0.028,-0.077,-0.04,0.3,-0.28,0.734,0.089,-0.055,0.801,0.062,-0.082,,,,stellar_q1_q16,15.208,13.703,13.215,13.133,False,4938.6,60.0,-60.0,4.571,0.1,-0.1,0.174,0.04,-0.04,1.7,1.0,-1.0,4939.0,60.0,60.0,4.556,0.037,-0.036,0.164,0.041,-0.043,0.759,0.027,0.026,0.831,0.019,0.025,8.12830516164,4.82317523861,-5.30689171299,9.91,0.202319412658,-0.459533267864,1.526,0.063,-0.065,2.263,0.121,0.121,0.268508919499,0.00448940531048,-0.00448940531048,4.59013606693,0.786850762312,-0.786850762312,373.009519968,15.8960689845,-15.8960689845,1.039,1.0,1.568,0.031,1.486,0.047,0.051
