,id_starname,id_kic,id_koicand,id_kepler_name,koi_disposition,koi_period,koi_period_err1,koi_period_err2,koi_time0,koi_time0_err1,koi_time0_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_ingress,koi_ingress_err1,koi_ingress_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_ror,koi_ror_err1,koi_ror_err2,koi_srho,koi_srho_err1,koi_srho_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_sma,koi_sma_err1,koi_sma_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_insol,koi_insol_err1,koi_insol_err2,koi_dor,koi_dor_err1,koi_dor_err2,koi_max_mult_ev,koi_model_snr,koi_count,koi_num_transits,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_smet,koi_smet_err1,koi_smet_err2,koi_srad,koi_srad_err1,koi_srad_err2,koi_smass,koi_smass_err1,koi_smass_err2,koi_sage,koi_sage_err1,koi_sage_err2,koi_sparprov,kic_kepmag,kic_jmag,kic_hmag,kic_kmag,cks_fp,cks_steff,cks_steff_err1,cks_steff_err2,cks_slogg,cks_slogg_err1,cks_slogg_err2,cks_smet,cks_smet_err1,cks_smet_err2,cks_svsini,cks_svsini_err1,cks_svsini_err2,iso_steff,iso_steff_err1,iso_steff_err2,iso_slogg,iso_slogg_err1,iso_slogg_err2,iso_smet,iso_smet_err1,iso_smet_err2,iso_srad,iso_srad_err1,iso_srad_err2,iso_smass,iso_smass_err1,iso_smass_err2,iso_sage,iso_sage_err1,iso_sage_err2,iso_slogage,iso_slogage_err1,iso_slogage_err2,iso_sparallax,iso_sparallax_err1,iso_sparallax_err2,iso_prad,iso_prad_err1,iso_prad_err2,iso_sma,iso_sma_err1,iso_sma_err2,iso_insol,iso_insol_err1,iso_insol_err2,iso_teq,iso_teq_err1,iso_teq_err2,cks_dilution,cks_rcf,parallax1,parallax1_err0,parallax2,parallax2_err1,parallax2_err2
655,K00837,5531576,K00837.01,Kepler-240 c,CONFIRMED,7.95355717,1.72e-05,-1.72e-05,2455007.661,0.00166,-0.00166,0.0177,0.4469,-0.0176,2.6287,0.0538,-0.0538,,,,961.6,24.7,-24.7,0.027497,0.001171,-0.000536,4.00824,0.25344,-1.40509,2.3,0.26,-0.17,0.0732,,,712.0,,,60.67,24.75,-14.21,23.75,1.5,-1.5,34.941364,42.8,2,,4988.0,161.0,-138.0,4.586,0.028,-0.075,0.1,0.24,-0.28,0.766,0.087,-0.057,0.823,0.061,-0.077,,,,stellar_q1_q16,15.66,14.113,13.606,13.464,False,4917.8,60.0,-60.0,4.379,0.1,-0.1,0.405,0.04,-0.04,2.8,1.0,-1.0,4918.0,60.0,60.0,4.505,0.044,-0.033,0.383,0.043,-0.042,0.748,0.03,0.028,0.868,0.017,0.019,11.2460497397,3.06091887153,-5.25829809646,10.051,0.104547624334,-0.27373622139,1.224,0.057,-0.059,2.247,0.11,0.11,0.07359103889,0.00122886243319,-0.00122886243319,69.3565591317,11.9529439921,-11.9529439921,735.419956556,31.5645316921,-31.5645316921,1.048,1.0072,1.364,0.035,1.197,0.044,0.049
656,K00837,5531576,K00837.02,Kepler-240 b,CONFIRMED,4.14451776,1.336e-05,-1.336e-05,2454968.929,0.00285,-0.00285,0.272,0.1888,-0.272,2.3683,0.0945,-0.0945,,,,421.2,19.8,-19.8,0.018407,0.000736,-0.000672,2.49621,0.61098,-0.80827,1.54,0.17,-0.11,0.0474,,,884.0,,,144.68,59.04,-33.89,13.14,3.2,-3.2,20.464499,22.6,2,,4988.0,161.0,-138.0,4.586,0.028,-0.075,0.1,0.24,-0.28,0.766,0.087,-0.057,0.823,0.061,-0.077,,,,stellar_q1_q16,15.66,14.113,13.606,13.464,False,4917.8,60.0,-60.0,4.379,0.1,-0.1,0.405,0.04,-0.04,2.8,1.0,-1.0,4918.0,60.0,60.0,4.505,0.044,-0.033,0.383,0.043,-0.042,0.748,0.03,0.028,0.868,0.017,0.019,11.2460497397,3.06091887153,-5.25829809646,10.051,0.104547624334,-0.27373622139,1.224,0.057,-0.059,1.502,0.083,0.083,0.047665477042,0.000794694153162,-0.000794694153162,165.145844192,28.522707923,-28.522707923,913.54603806,39.2220727231,-39.2220727231,1.048,1.0072,1.364,0.035,1.197,0.044,0.049
662,K00853,6428700,K00853.01,Kepler-242 b,CONFIRMED,8.2039687,1.469e-05,-1.469e-05,2455002.691,0.00141,-0.00141,0.8007,0.0496,-0.5659,2.9478,0.0536,-0.0536,,,,1078.3,21.0,-21.0,0.033729,0.000246,-0.003907,0.75942,2.02308,-0.40611,3.04,1.47,-0.27,0.0735,,,742.0,,,71.5,108.04,-18.06,13.93,6.2,-6.2,46.249573,58.7,2,,5015.0,169.0,-128.0,4.499,0.074,-0.605,0.1,0.26,-0.26,0.826,0.399,-0.074,0.785,0.109,-0.056,,,,stellar_q1_q16,15.376,13.821,13.316,13.238,False,4875.7,60.0,-60.0,4.728,0.1,-0.1,-0.023,0.04,-0.04,3.0,1.0,-1.0,4876.0,60.0,60.0,4.594,0.022,-0.037,-0.023,0.043,-0.041,0.673,0.023,0.023,0.748,0.017,0.021,5.75439937337,5.75597320389,-4.13504779327,9.76,0.30108938146,-0.550658850616,1.561,0.059,-0.059,2.478,0.175,0.175,0.0733363257959,0.00123034733142,-0.00123034733142,51.8382284292,8.88575858706,-8.88575858706,683.795225223,29.0954126707,-29.0954126707,1.007,1.0,1.691,0.031,1.552,0.048,0.048
663,K00853,6428700,K00853.02,Kepler-242 c,CONFIRMED,14.49643531,5.429e-05,-5.429e-05,2454976.415,0.00333,-0.00333,0.9505,0.0,-0.6687,3.862,0.145,-0.145,,,,657.1,26.0,-26.0,0.031257,0.000825,-0.007437,0.1374,3.48545,-0.00271,2.82,1.36,-0.25,0.1074,,,613.0,,,33.48,50.61,-8.45,11.51,5.7,-5.7,22.783648,28.9,2,,5015.0,169.0,-128.0,4.499,0.074,-0.605,0.1,0.26,-0.26,0.826,0.399,-0.074,0.785,0.109,-0.056,,,,stellar_q1_q16,15.376,13.821,13.316,13.238,False,4875.7,60.0,-60.0,4.728,0.1,-0.1,-0.023,0.04,-0.04,3.0,1.0,-1.0,4876.0,60.0,60.0,4.594,0.022,-0.037,-0.023,0.043,-0.041,0.673,0.023,0.023,0.748,0.017,0.021,5.75439937337,5.75597320389,-4.13504779327,9.76,0.30108938146,-0.550658850616,1.561,0.059,-0.059,2.298,0.311,0.311,0.107133938302,0.00180373579464,-0.00180373579464,24.2256573462,4.08417806134,-4.08417806134,565.369555671,23.7718012896,-23.7718012896,1.007,1.0,1.691,0.031,1.552,0.048,0.048
664,K00857,6587280,K00857.01,Kepler-243 b,CONFIRMED,5.71542485,7.474e-06,-7.474e-06,2455007.88,0.00106,-0.00106,0.0384,0.3721,-0.0384,2.5248,0.0379,-0.0379,,,,987.5,18.1,-18.1,0.028025,0.000883,-0.000344,3.25264,0.12753,-0.87076,2.48,0.64,-0.14,0.0609,,,842.0,,,118.57,95.12,-24.4,17.776,0.697,-0.697,52.069378,56.0,2,,5228.0,176.0,-143.0,4.585,0.019,-0.182,0.21,0.19,-0.23,0.811,0.208,-0.047,0.921,0.055,-0.082,,,,stellar_q1_q16,15.086,13.622,13.191,13.064,False,5149.3,60.0,-60.0,4.511,0.1,-0.1,0.263,0.04,-0.04,2.4,1.0,-1.0,5149.0,60.0,60.0,4.508,0.05,-0.053,0.248,0.042,-0.041,0.815,0.026,0.025,0.904,0.018,0.023,8.31763771103,4.64001699986,-5.14932203933,9.92,0.192526402901,-0.419171554467,1.403,0.073,-0.083,2.493,0.095,0.095,0.0599331058185,0.000992715812506,-0.000992715812506,130.810271092,22.4124525904,-22.4124525904,861.834722762,36.631839809,-36.631839809,1.0,1.0011,1.466,0.02,1.368,0.056,0.068
665,K00857,6587280,K00857.02,Kepler-243 c,CONFIRMED,20.026231,0.0001094,-0.0001094,2454979.908,0.00378,-0.00378,0.1414,0.3216,-0.1413,1.17,0.19,-0.19,,,,473.2,61.5,-61.5,0.01958,0.001624,-0.001602,108.44495,15.04475,-104.4118,1.73,0.45,-0.1,0.1406,,,554.0,,,22.24,17.85,-4.57,132.0,18.3,-18.3,10.06933,17.0,2,,5228.0,176.0,-143.0,4.585,0.019,-0.182,0.21,0.19,-0.23,0.811,0.208,-0.047,0.921,0.055,-0.082,,,,stellar_q1_q16,15.086,13.622,13.191,13.064,False,5149.3,60.0,-60.0,4.511,0.1,-0.1,0.263,0.04,-0.04,2.4,1.0,-1.0,5149.0,60.0,60.0,4.508,0.05,-0.053,0.248,0.042,-0.041,0.815,0.026,0.025,0.904,0.018,0.023,8.31763771103,4.64001699986,-5.14932203933,9.92,0.192526402901,-0.419171554467,1.403,0.073,-0.083,1.741,0.155,0.155,0.138244885415,0.00226423610362,-0.00226423610362,24.595327543,4.21523645552,-4.21523645552,567.514129573,24.2262123481,-24.2262123481,1.0,1.0011,1.466,0.02,1.368,0.056,0.068
669,K00869,6948054,K00869.01,Kepler-245 b,CONFIRMED,7.49017229,1.007e-05,-1.007e-05,2455007.951,0.00106,-0.00106,0.0643,0.3081,-0.0643,2.7576,0.0329,-0.0329,,,,1212.4,21.4,-21.4,0.031177,0.000761,-0.000381,3.28779,0.20945,-0.65151,2.98,1.25,-0.34,0.0697,,,821.0,,,107.48,141.98,-31.98,21.36,1.4,-1.4,46.735096,60.1,4,,5257.0,184.0,-146.0,4.46,0.097,-0.325,-0.02,0.3,-0.26,0.874,0.369,-0.099,0.804,0.127,-0.063,,,,stellar_q1_q16,15.599,14.121,13.688,13.639,False,5104.8,60.0,-60.0,4.671,0.1,-0.1,0.124,0.04,-0.04,3.1,1.0,-1.0,5105.0,60.0,60.0,4.559,0.03,-0.048,0.116,0.041,-0.042,0.78,0.035,0.034,0.856,0.02,0.026,5.2480746025,5.4922497226,-3.70058386112,9.72,0.311017395933,-0.53037194068,1.16,0.046,-0.052,2.654,0.126,0.126,0.0710569556266,0.00118846295243,-0.00118846295243,77.9971975902,13.4943571009,-13.4943571009,757.326713,32.599425057,-32.599425057,1.0,1.0,1.186,0.034,1.133,0.034,0.044
670,K00869,6948054,K00869.02,Kepler-245 d,CONFIRMED,36.27594657,8.351e-05,-8.351e-05,2455034.292,0.00176,-0.00176,0.1148,0.2755,-0.1144,4.6701,0.063,-0.063,,,,1676.9,33.4,-33.4,0.036676,0.000972,-0.000461,3.28584,0.16256,-0.76631,3.5,1.48,-0.4,0.1995,,,485.0,,,13.12,17.33,-3.9,61.14,3.0,-3.0,30.143509,50.8,4,,5257.0,184.0,-146.0,4.46,0.097,-0.325,-0.02,0.3,-0.26,0.874,0.369,-0.099,0.804,0.127,-0.063,,,,stellar_q1_q16,15.599,14.121,13.688,13.639,False,5104.8,60.0,-60.0,4.671,0.1,-0.1,0.124,0.04,-0.04,3.1,1.0,-1.0,5105.0,60.0,60.0,4.559,0.03,-0.048,0.116,0.041,-0.042,0.78,0.035,0.034,0.856,0.02,0.026,5.2480746025,5.4922497226,-3.70058386112,9.72,0.311017395933,-0.53037194068,1.16,0.046,-0.052,3.125,0.153,0.153,0.203422843631,0.00341115823043,-0.00341115823043,9.55546959806,1.60868387622,-1.60868387622,448.050054913,18.886479864,-18.886479864,1.0,1.0,1.186,0.034,1.133,0.034,0.044
671,K00869,6948054,K00869.03,Kepler-245 c,CONFIRMED,17.46085263,4.606e-05,-4.606e-05,2454970.267,0.00212,-0.00212,0.1153,0.3302,-0.1152,2.2561,0.0664,-0.0664,,,,875.0,34.4,-34.4,0.026535,0.001109,-0.000667,13.61337,0.74342,-5.37096,2.53,1.07,-0.28,0.1225,,,619.0,,,34.79,45.97,-10.35,60.31,3.3,-3.3,21.32091,26.3,4,,5257.0,184.0,-146.0,4.46,0.097,-0.325,-0.02,0.3,-0.26,0.874,0.369,-0.099,0.804,0.127,-0.063,,,,stellar_q1_q16,15.599,14.121,13.688,13.639,False,5104.8,60.0,-60.0,4.671,0.1,-0.1,0.124,0.04,-0.04,3.1,1.0,-1.0,5105.0,60.0,60.0,4.559,0.03,-0.048,0.116,0.041,-0.042,0.78,0.035,0.034,0.856,0.02,0.026,5.2480746025,5.4922497226,-3.70058386112,9.72,0.311017395933,-0.53037194068,1.16,0.046,-0.052,2.26,0.124,0.124,0.124916762834,0.00207585208602,-0.00207585208602,25.199407845,4.34378050216,-4.34378050216,570.967133853,24.5805198918,-24.5805198918,1.0,1.0,1.186,0.034,1.133,0.034,0.044
672,K00869,6948054,K00869.04,Kepler-245 e,CONFIRMED,3.219821056,4.735e-06,-4.735e-06,2454966.003,0.00119,-0.00119,0.0676,0.3495,-0.0676,2.1157,0.0321,-0.0321,,,,504.0,15.6,-15.6,0.020121,0.000722,-0.000435,3.03525,0.22204,-0.77828,1.92,0.81,-0.22,0.0397,,,1088.0,,,331.28,437.64,-98.55,11.849,0.867,-0.867,19.421583,33.5,4,,5257.0,184.0,-146.0,4.46,0.097,-0.325,-0.02,0.3,-0.26,0.874,0.369,-0.099,0.804,0.127,-0.063,,,,stellar_q1_q16,15.599,14.121,13.688,13.639,False,5104.8,60.0,-60.0,4.671,0.1,-0.1,0.124,0.04,-0.04,3.1,1.0,-1.0,5105.0,60.0,60.0,4.559,0.03,-0.048,0.116,0.041,-0.042,0.78,0.035,0.034,0.856,0.02,0.026,5.2480746025,5.4922497226,-3.70058386112,9.72,0.311017395933,-0.53037194068,1.16,0.046,-0.052,1.712,0.09,0.09,0.0404813069433,0.000681795281841,-0.000681795281841,241.059576806,41.4739244136,-41.4739244136,1004.1408231,43.1448953363,-43.1448953363,1.0,1.0,1.186,0.034,1.133,0.034,0.044
675,K00872,7109675,K00872.01,Kepler-46 b,CONFIRMED,33.60122066,1.973e-05,-1.973e-05,2455019.68,0.000471,-0.000471,0.7084,0.026,-0.0376,4.4539,0.0552,-0.0552,,,,7857.7,36.0,-36.0,0.086951,0.000869,-0.001496,1.79827,0.21082,-0.26229,8.83,0.46,-0.5,0.1956,,,495.0,,,14.22,2.86,-2.36,47.52,5.6,-5.6,178.7537,245.7,2,,5149.0,107.0,-82.0,4.447,0.049,-0.037,0.42,0.06,-0.14,0.93,0.048,-0.053,0.882,0.037,-0.031,,,,stellar_q1_q16,15.262,13.814,13.436,13.347,False,5162.0,60.0,-60.0,4.587,0.1,-0.1,0.172,0.04,-0.04,1.3,1.0,-1.0,5162.0,60.0,60.0,4.536,0.038,-0.054,0.16,0.042,-0.041,0.797,0.028,0.027,0.883,0.02,0.025,6.60693448008,5.45586191046,-4.3136035303,9.82,0.261447997373,-0.459533267864,1.274,0.057,-0.066,7.57,0.278,0.278,0.19445649109,0.00324774026002,-0.00324774026002,11.6707467543,1.99055647584,-1.99055647584,471.018741171,19.9766609185,-19.9766609185,1.0,1.0,1.312,0.028,1.238,0.045,0.054
676,K00872,7109675,K00872.02,Kepler-46 d,CONFIRMED,6.76652078,1.503e-05,-1.503e-05,2454971.064,0.0018,-0.0018,0.5891,0.0108,-0.4986,2.9869,0.0519,-0.0519,,,,512.0,18.0,-18.0,0.021329,0.003491,-0.001057,1.24902,1.0534,-0.08152,2.17,0.11,-0.13,0.0672,,,845.0,,,120.48,24.19,-20.0,14.46,6.1,-6.1,18.360594,25.1,2,,5149.0,107.0,-82.0,4.447,0.049,-0.037,0.42,0.06,-0.14,0.93,0.048,-0.053,0.882,0.037,-0.031,,,,stellar_q1_q16,15.262,13.814,13.436,13.347,False,5162.0,60.0,-60.0,4.587,0.1,-0.1,0.172,0.04,-0.04,1.3,1.0,-1.0,5162.0,60.0,60.0,4.536,0.038,-0.054,0.16,0.042,-0.041,0.797,0.028,0.027,0.883,0.02,0.025,6.60693448008,5.45586191046,-4.3136035303,9.82,0.261447997373,-0.459533267864,1.274,0.057,-0.066,1.857,0.206,0.206,0.0667989330028,0.00111382789742,-0.00111382789742,98.8493746015,16.9112898606,-16.9112898606,803.539087694,34.2992902017,-34.2992902017,1.0,1.0,1.312,0.028,1.238,0.045,0.054
677,K00874,7134976,K00874.01,Kepler-246 b,CONFIRMED,4.601816855,5.346e-06,-5.346e-06,2455002.98,0.000936,-0.000936,0.5619,0.0312,-0.4225,2.2537,0.0316,-0.0316,,,,812.3,14.1,-14.1,0.026776,0.002572,-0.001136,2.16232,1.52817,-0.05884,2.37,0.58,-0.16,0.052,,,906.0,,,159.41,121.08,-34.19,13.43,4.7,-4.7,54.80919,66.1,2,,5202.0,172.0,-133.0,4.567,0.024,-0.16,0.14,0.24,-0.26,0.811,0.197,-0.054,0.885,0.067,-0.078,,,,stellar_q1_q16,15.024,13.587,13.15,13.038,False,5088.5,60.0,-60.0,4.583,0.1,-0.1,0.203,0.04,-0.04,2.4,1.0,-1.0,5088.0,60.0,60.0,4.538,0.042,-0.049,0.191,0.041,-0.042,0.757,0.024,0.023,0.853,0.012,0.015,7.24435960075,5.3937653694,-5.00618516826,9.86,0.241682645503,-0.510106069678,1.497,0.07,-0.075,2.21,0.168,0.168,0.0514054923104,0.000876177764286,-0.000876177764286,155.103143713,26.4803889998,-26.4803889998,899.329161781,38.3734629522,-38.3734629522,1.0,1.0,1.622,0.023,1.455,0.05,0.058
678,K00874,7134976,K00874.02,Kepler-246 c,CONFIRMED,11.18714042,5.226e-05,-5.226e-05,2454970.182,0.0037,-0.0037,0.4033,0.0537,-0.4031,3.207,0.12,-0.12,,,,370.3,17.5,-17.5,0.01757,0.000478,-0.000867,2.33564,0.96824,-0.6061,1.56,0.37,-0.11,0.094,,,674.0,,,48.78,37.05,-10.46,24.9,10.3,-10.3,18.136723,23.2,2,,5202.0,172.0,-133.0,4.567,0.024,-0.16,0.14,0.24,-0.26,0.811,0.197,-0.054,0.885,0.067,-0.078,,,,stellar_q1_q16,15.024,13.587,13.15,13.038,False,5088.5,60.0,-60.0,4.583,0.1,-0.1,0.203,0.04,-0.04,2.4,1.0,-1.0,5088.0,60.0,60.0,4.538,0.042,-0.049,0.191,0.041,-0.042,0.757,0.024,0.023,0.853,0.012,0.015,7.24435960075,5.3937653694,-5.00618516826,9.86,0.241682645503,-0.510106069678,1.497,0.07,-0.075,1.453,0.07,0.07,0.0929574093966,0.00153675448213,-0.00153675448213,47.1502712268,8.06719390011,-8.06719390011,667.781794583,28.3681897434,-28.3681897434,1.0,1.0,1.622,0.023,1.455,0.05,0.058
679,K00880,7366258,K00880.01,Kepler-82 b,CONFIRMED,26.44435456,3.943e-05,-3.943e-05,2455027.121,0.00121,-0.00121,0.8404,0.009,-0.5365,4.356,0.142,-0.142,,,,1986.1,24.5,-24.5,0.046423,0.000124,-0.005019,0.65508,2.28568,-0.23158,4.7,1.94,-0.42,0.1718,,,588.0,,,28.33,34.81,-7.46,28.9,14.4,-14.4,67.45409,86.2,4,,5739.0,163.0,-164.0,4.488,0.05,-0.285,-0.02,0.23,-0.28,0.928,0.382,-0.084,0.966,0.118,-0.097,,,,stellar_q1_q16,15.158,13.879,13.527,13.518,False,5400.6,60.0,-60.0,4.372,0.1,-0.1,0.201,0.04,-0.04,2.4,1.0,-1.0,5401.0,60.0,60.0,4.399,0.076,-0.074,0.191,0.043,-0.042,0.835,0.034,0.032,0.946,0.017,0.024,11.2979591467,2.77783794773,-4.42989922707,10.053,0.0954729977622,-0.21616592454,0.96,0.081,-0.086,4.225,0.288,0.288,0.16850261417,0.00285995953499,-0.00285995953499,26.5274230015,4.95011484725,-4.95011484725,578.345408131,26.9111935774,-26.9111935774,1.01,1.0,1.131,0.027,0.961,0.066,0.087
680,K00880,7366258,K00880.02,Kepler-82 c,CONFIRMED,51.53998542,5.936e-05,-5.936e-05,2455007.055,0.000984,-0.000984,0.6486,0.0544,-0.2534,6.695,0.104,-0.104,,,,3923.6,26.6,-26.6,0.060285,0.000181,-0.002983,0.85502,0.64294,-0.14938,6.11,2.51,-0.55,0.2681,,,471.0,,,11.63,14.3,-3.06,49.3,18.5,-18.5,112.15121,160.3,4,,5739.0,163.0,-164.0,4.488,0.05,-0.285,-0.02,0.23,-0.28,0.928,0.382,-0.084,0.966,0.118,-0.097,,,,stellar_q1_q16,15.158,13.879,13.527,13.518,False,5400.6,60.0,-60.0,4.372,0.1,-0.1,0.201,0.04,-0.04,2.4,1.0,-1.0,5401.0,60.0,60.0,4.399,0.076,-0.074,0.191,0.043,-0.042,0.835,0.034,0.032,0.946,0.017,0.024,11.2979591467,2.77783794773,-4.42989922707,10.053,0.0954729977622,-0.21616592454,0.96,0.081,-0.086,5.492,0.259,0.259,0.262868367951,0.00438419898607,-0.00438419898607,10.9170724467,1.97478461647,-1.97478461647,463.222956534,20.818221587,-20.818221587,1.01,1.0,1.131,0.027,0.961,0.066,0.087
681,K00880,7366258,K00880.03,Kepler-82 e,CONFIRMED,5.902246921,7.372e-06,-7.372e-06,2454969.784,0.00102,-0.00102,0.0075,0.3181,-0.0074,2.8701,0.0297,-0.0297,,,,771.9,13.4,-13.4,0.025211,0.000432,-0.000335,2.27335,0.08493,-0.39362,2.55,1.06,-0.23,0.0632,,,970.0,,,209.32,257.25,-55.14,16.117,0.602,-0.602,46.230762,59.5,4,,5739.0,163.0,-164.0,4.488,0.05,-0.285,-0.02,0.23,-0.28,0.928,0.382,-0.084,0.966,0.118,-0.097,,,,stellar_q1_q16,15.158,13.879,13.527,13.518,False,5400.6,60.0,-60.0,4.372,0.1,-0.1,0.201,0.04,-0.04,2.4,1.0,-1.0,5401.0,60.0,60.0,4.399,0.076,-0.074,0.191,0.043,-0.042,0.835,0.034,0.032,0.946,0.017,0.024,11.2979591467,2.77783794773,-4.42989922707,10.053,0.0954729977622,-0.21616592454,0.96,0.081,-0.086,2.3,0.098,0.098,0.0619685381224,0.0010246829962,-0.0010246829962,196.005413884,36.2297504478,-36.2297504478,953.521616221,43.8975501191,-43.8975501191,1.01,1.0,1.131,0.027,0.961,0.066,0.087
682,K00880,7366258,K00880.04,Kepler-82 d,CONFIRMED,2.382952186,3.052e-06,-3.052e-06,2454968.081,0.00105,-0.00105,0.1437,0.2135,-0.1437,2.0677,0.029,-0.029,,,,369.0,10.2,-10.2,0.017484,0.000454,-0.000266,2.3396,0.22814,-0.40527,1.77,0.73,-0.16,0.0345,,,1313.0,,,702.44,863.26,-185.03,8.889,0.867,-0.867,25.060179,38.0,4,,5739.0,163.0,-164.0,4.488,0.05,-0.285,-0.02,0.23,-0.28,0.928,0.382,-0.084,0.966,0.118,-0.097,,,,stellar_q1_q16,15.158,13.879,13.527,13.518,False,5400.6,60.0,-60.0,4.372,0.1,-0.1,0.201,0.04,-0.04,2.4,1.0,-1.0,5401.0,60.0,60.0,4.399,0.076,-0.074,0.191,0.043,-0.042,0.835,0.034,0.032,0.946,0.017,0.024,11.2979591467,2.77783794773,-4.42989922707,10.053,0.0954729977622,-0.21616592454,0.96,0.081,-0.086,1.594,0.072,0.072,0.0338589427052,0.000565985897686,-0.000565985897686,657.516891793,121.827068284,-121.827068284,1290.44724489,59.4102909453,-59.4102909453,1.01,1.0,1.131,0.027,0.961,0.066,0.087
687,K00884,7434875,K00884.01,Kepler-247 c,CONFIRMED,9.439460801,4.871e-06,-4.871e-06,2455010.186,0.00041,-0.00041,0.1676,0.1294,-0.1675,2.9121,0.0174,-0.0174,,,,3173.9,19.1,-19.1,0.050257,0.000512,-0.000411,3.59611,0.14188,-0.59208,4.34,0.58,-0.29,0.084,,,690.0,,,53.44,24.8,-11.63,25.68,1.0,-1.0,173.99973,186.7,3,,5094.0,168.0,-134.0,4.589,0.023,-0.102,0.21,0.19,-0.29,0.791,0.106,-0.053,0.884,0.047,-0.089,,,,stellar_q1_q16,15.067,13.597,13.178,13.051,False,5059.6,60.0,-60.0,4.475,0.1,-0.1,0.296,0.04,-0.04,1.6,1.0,-1.0,5060.0,60.0,60.0,4.506,0.049,-0.044,0.28,0.041,-0.042,0.788,0.027,0.026,0.887,0.016,0.022,9.54992586021,4.05379702221,-5.46531508257,9.98,0.153657776461,-0.368849321059,1.438,0.072,-0.075,4.325,0.148,0.148,0.083207857913,0.00137648800184,-0.00137648800184,62.109835621,10.7064236739,-10.7064236739,715.407717939,30.6912382125,-30.6912382125,1.036,1.0,1.531,0.031,1.412,0.051,0.064
685,K00884,7434875,K00884.02,Kepler-247 d,CONFIRMED,20.47735749,1.852e-05,-1.852e-05,2455011.674,0.000716,-0.000716,0.8596,0.0284,-0.4786,3.538,0.15,-0.15,,,,2903.5,29.3,-29.3,0.05783,0.000519,-0.008086,0.9158,3.63005,-0.23633,5.0,0.66,-0.34,0.1408,,,533.0,,,19.02,8.83,-4.14,27.3,13.5,-13.5,49.291164,110.8,3,,5094.0,168.0,-134.0,4.589,0.023,-0.102,0.21,0.19,-0.29,0.791,0.106,-0.053,0.884,0.047,-0.089,,,,stellar_q1_q16,15.067,13.597,13.178,13.051,False,5059.6,60.0,-60.0,4.475,0.1,-0.1,0.296,0.04,-0.04,1.6,1.0,-1.0,5060.0,60.0,60.0,4.506,0.049,-0.044,0.28,0.041,-0.042,0.788,0.027,0.026,0.887,0.016,0.022,9.54992586021,4.05379702221,-5.46531508257,9.98,0.153657776461,-0.368849321059,1.438,0.072,-0.075,4.974,0.404,0.404,0.139422379172,0.00232226191326,-0.00232226191326,22.182138528,3.81909960488,-3.81909960488,553.049978032,23.6860528968,-23.6860528968,1.036,1.0,1.531,0.031,1.412,0.051,0.064
686,K00884,7434875,K00884.03,Kepler-247 b,CONFIRMED,3.336125104,6.291e-06,-6.291e-06,2454968.317,0.00162,-0.00162,0.0378,0.413,-0.0378,2.1203,0.0517,-0.0517,,,,459.3,13.1,-13.1,0.019064,0.00078,-0.000358,3.12818,0.09467,-1.14154,1.65,0.22,-0.11,0.042,,,975.0,,,213.75,99.22,-46.51,12.255,0.371,-0.371,33.798794,40.9,3,,5094.0,168.0,-134.0,4.589,0.023,-0.102,0.21,0.19,-0.29,0.791,0.106,-0.053,0.884,0.047,-0.089,,,,stellar_q1_q16,15.067,13.597,13.178,13.051,False,5059.6,60.0,-60.0,4.475,0.1,-0.1,0.296,0.04,-0.04,1.6,1.0,-1.0,5060.0,60.0,60.0,4.506,0.049,-0.044,0.28,0.041,-0.042,0.788,0.027,0.026,0.887,0.016,0.022,9.54992586021,4.05379702221,-5.46531508257,9.98,0.153657776461,-0.368849321059,1.438,0.072,-0.075,1.641,0.074,0.074,0.0415914791874,0.000696712490534,-0.000696712490534,248.65803421,43.2051653971,-43.2051653971,1011.96187282,43.5401372351,-43.5401372351,1.036,1.0,1.531,0.031,1.412,0.051,0.064
689,K00892,7678434,K00892.01,Kepler-716 b,CONFIRMED,10.37168453,1.449e-05,-1.449e-05,2455005.618,0.00111,-0.00111,0.505,0.3301,-0.306,3.0479,0.0445,-0.0445,,,,1338.7,22.5,-22.5,0.033999,0.003679,-0.001037,2.2726,1.29935,-0.01639,2.79,0.57,-0.21,0.0874,,,669.0,,,47.36,31.31,-10.87,23.47,6.7,-6.7,53.50203,79.1,2,,5174.0,174.0,-135.0,4.604,0.027,-0.126,-0.12,0.33,-0.28,0.751,0.155,-0.056,0.834,0.085,-0.094,,,,stellar_q1_q16,15.193,13.67,13.249,13.135,False,5063.6,60.0,-60.0,4.703,0.1,-0.1,-0.061,0.04,-0.04,2.6,1.0,-1.0,5064.0,60.0,60.0,4.579,0.026,-0.044,-0.059,0.043,-0.043,0.73,0.023,0.022,0.795,0.015,0.029,5.3703179637,5.3717867478,-3.71113633508,9.73,0.30108938146,-0.510106069679,1.545,0.061,-0.065,2.712,0.205,0.205,0.0867394843371,0.0014383411824,-0.0014383411824,46.069864159,7.84301187864,-7.84301187864,663.923068861,28.1278281707,-28.1278281707,1.0,1.0,1.599,0.022,1.544,0.043,0.059
